method,file_size,time
fastread,1024,379621
fastread,1024,360436
fastread,1024,480133
fastread,1024,496168
fastread,1024,356191
fastread,1024,469816
fastread,1024,482430
fastread,1024,476715
fastread,1024,496621
fastread,1024,484168
fastread,1024,500990
fastread,1024,477598
fastread,1024,365382
fastread,1024,475504
fastread,1024,513211
fastread,1024,481429
fastread,1024,503045
fastread,1024,501450
fastread,1024,489478
fastread,1024,471289
fastread,1024,371603
fastread,1024,331354
fastread,1024,299989
fastread,1024,302061
fastread,1024,313159
fastread,1024,297083
fastread,1024,300789
fastread,1024,301281
fastread,1024,301145
fastread,1024,302756
fastread,1024,322594
fastread,1024,310681
fastread,1024,297272
fastread,1024,303464
fastread,1024,299185
fastread,1024,303962
fastread,1024,301362
fastread,1024,304125
fastread,1024,302985
fastread,1024,302008
fastread,1024,358101
fastread,1024,377567
fastread,1024,414633
fastread,1024,481409
fastread,1024,375150
fastread,1024,448406
fastread,1024,466459
fastread,1024,464472
fastread,1024,375305
fastread,1024,460773
fastread,1024,464500
fastread,1024,486211
fastread,1024,413207
fastread,1024,461965
fastread,1024,461662
fastread,1024,463117
fastread,1024,464486
fastread,1024,461639
fastread,1024,494299
fastread,1024,346744
fastread,1024,425605
fastread,1024,493375
fastread,1024,465378
fastread,1024,360809
fastread,1024,442686
fastread,1024,491446
fastread,1024,464379
fastread,1024,463084
fastread,1024,408545
fastread,1024,464351
fastread,1024,490010
fastread,1024,483414
fastread,1024,482090
fastread,1024,467078
fastread,1024,418089
fastread,1024,464702
fastread,1024,398309
fastread,1024,465005
fastread,1024,484015
fastread,1024,473375
fastread,1024,461626
fastread,1024,486573
fastread,1024,470564
fastread,1024,366931
fastread,1024,362464
fastread,1024,459877
fastread,1024,461339
fastread,1024,462079
fastread,1024,466056
fastread,1024,462065
fastread,1024,473788
fastread,1024,390854
fastread,1024,379749
fastread,1024,468822
fastread,1024,466359
fastread,1024,458400
fastread,1024,463522
fastread,1024,460661
fastread,1024,491805
fastread,1024,470707
fastread,1024,302236
fastread,1024,461315
fastread,1024,458163
fastread,1024,499320
fastread,1024,521852
fastread,1024,493682
fastread,1024,468883
fastread,1024,462693
fastread,1024,389963
fastread,1024,453750
fastread,1024,463199
fastread,1024,482927
fastread,1024,471492
fastread,1024,376448
fastread,1024,471141
fastread,1024,463783
fastread,1024,513881
fastread,1024,490573
fastread,1024,491982
fastread,1024,471341
fastread,1024,474742
fastread,1024,474266
fastread,1024,459778
fastread,1024,489478
fastread,1024,332735
fastread,1024,457910
fastread,1024,458095
fastread,1024,467270
fastread,1024,469042
fastread,1024,463409
fastread,1024,478841
fastread,1024,465368
fastread,1024,410026
fastread,1024,463862
fastread,1024,371822
fastread,1024,445762
fastread,1024,417683
fastread,1024,453522
fastread,1024,468285
fastread,1024,467272
fastread,1024,408531
fastread,1024,466446
fastread,1024,463296
fastread,1024,487830
fastread,1024,468086
fastread,1024,463058
fastread,1024,464407
fastread,1024,477580
fastread,1024,347089
fastread,1024,448392
fastread,1024,467758
fastread,1024,462142
fastread,1024,465403
fastread,1024,466206
fastread,1024,459863
fastread,1024,485680
fastread,1024,382571
fastread,1024,452196
fastread,1024,477749
fastread,1024,465724
fastread,1024,463351
fastread,1024,464548
fastread,1024,461531
fastread,1024,486156
fastread,1024,411349
fastread,1024,475749
fastread,1024,434515
fastread,1024,413375
fastread,1024,445755
fastread,1024,471019
fastread,1024,485415
fastread,1024,466810
fastread,1024,402820
fastread,1024,451147
fastread,1024,461985
fastread,1024,458416
fastread,1024,468116
fastread,1024,414894
fastread,1024,481448
fastread,1024,467623
fastread,1024,392076
fastread,1024,451245
fastread,1024,501233
fastread,1024,470553
fastread,1024,489251
fastread,1024,469237
fastread,1024,458383
fastread,1024,462905
fastread,1024,390750
fastread,1024,468631
fastread,1024,469019
fastread,1024,464159
fastread,1024,480458
fastread,1024,473694
fastread,1024,482547
fastread,1024,472968
