method,file_size,time
fastread,1024,110277
fastread,1024,108250
fastread,1024,109596
fastread,1024,109183
fastread,1024,108941
fastread,1024,109263
fastread,1024,109089
fastread,1024,108113
fastread,1024,108387
fastread,1024,108801
fastread,1024,108708
fastread,1024,108787
fastread,1024,109258
fastread,1024,109154
fastread,1024,109019
fastread,1024,108273
fastread,1024,149382
fastread,1024,210830
fastread,1024,109632
fastread,1024,107558
fastread,1024,110059
fastread,1024,128658
fastread,1024,211301
fastread,1024,106052
fastread,1024,108873
fastread,1024,108732
fastread,1024,109154
fastread,1024,110385
fastread,1024,108581
fastread,1024,108731
fastread,1024,108219
fastread,1024,108230
fastread,1024,110317
fastread,1024,109119
fastread,1024,110730
fastread,1024,109146
fastread,1024,109106
fastread,1024,109770
fastread,1024,150491
fastread,1024,210209
fastread,1024,109841
fastread,1024,109594
fastread,1024,108317
fastread,1024,109858
fastread,1024,108955
fastread,1024,108707
fastread,1024,107850
fastread,1024,108906
fastread,1024,107945
fastread,1024,107883
fastread,1024,108045
fastread,1024,108923
fastread,1024,110284
fastread,1024,108253
fastread,1024,108096
fastread,1024,108055
fastread,1024,109467
fastread,1024,108516
fastread,1024,108335
fastread,1024,109659
fastread,1024,109533
fastread,1024,107917
fastread,1024,151217
fastread,1024,240383
fastread,1024,107327
fastread,1024,108402
fastread,1024,109261
fastread,1024,109135
fastread,1024,109691
fastread,1024,109077
fastread,1024,108973
fastread,1024,110576
fastread,1024,108280
fastread,1024,109470
fastread,1024,109500
fastread,1024,108889
fastread,1024,110233
fastread,1024,107512
fastread,1024,109505
fastread,1024,109496
fastread,1024,108655
fastread,1024,109244
fastread,1024,109486
fastread,1024,108788
fastread,1024,109329
fastread,1024,150497
fastread,1024,213154
fastread,1024,108802
fastread,1024,109756
fastread,1024,107831
fastread,1024,107607
fastread,1024,109634
fastread,1024,109983
fastread,1024,109069
fastread,1024,127887
fastread,1024,213287
fastread,1024,108653
fastread,1024,110146
fastread,1024,107805
fastread,1024,110108
fastread,1024,108638
fastread,1024,107951
fastread,1024,105360
fastread,1024,109322
fastread,1024,109248
fastread,1024,109012
fastread,1024,109774
fastread,1024,151951
fastread,1024,208766
fastread,1024,109662
fastread,1024,108255
fastread,1024,108064
fastread,1024,107794
fastread,1024,127932
fastread,1024,211870
fastread,1024,106549
fastread,1024,107762
fastread,1024,109387
fastread,1024,108979
fastread,1024,107853
fastread,1024,108921
fastread,1024,109028
fastread,1024,109512
fastread,1024,108945
fastread,1024,110357
fastread,1024,109628
fastread,1024,109148
fastread,1024,109326
fastread,1024,109138
fastread,1024,152601
fastread,1024,210665
fastread,1024,108475
fastread,1024,108646
fastread,1024,109127
fastread,1024,109715
fastread,1024,108887
fastread,1024,109123
fastread,1024,108996
fastread,1024,108566
fastread,1024,108168
fastread,1024,108925
fastread,1024,127284
fastread,1024,226303
fastread,1024,108395
fastread,1024,109373
fastread,1024,107996
fastread,1024,108857
fastread,1024,110040
fastread,1024,109010
fastread,1024,108239
fastread,1024,108886
fastread,1024,149555
fastread,1024,210342
fastread,1024,108870
fastread,1024,108996
fastread,1024,110670
fastread,1024,110094
fastread,1024,109167
fastread,1024,109427
fastread,1024,109857
fastread,1024,109751
fastread,1024,109718
fastread,1024,108235
fastread,1024,109236
fastread,1024,130641
fastread,1024,243329
fastread,1024,109305
fastread,1024,109255
fastread,1024,109519
fastread,1024,107983
fastread,1024,108831
fastread,1024,109608
fastread,1024,108193
fastread,1024,151117
fastread,1024,211781
fastread,1024,103500
fastread,1024,110028
fastread,1024,109388
fastread,1024,109511
fastread,1024,107308
fastread,1024,109073
fastread,1024,109595
fastread,1024,108250
fastread,1024,108323
fastread,1024,109761
fastread,1024,108875
fastread,1024,109664
fastread,1024,108295
fastread,1024,108898
fastread,1024,109289
fastread,1024,110459
fastread,1024,107878
fastread,1024,108551
fastread,1024,109602
fastread,1024,107753
fastread,1024,107689
fastread,1024,151482
fastread,1024,209120
fastread,1024,108982
fastread,1024,109138
fastread,1024,110047
fastread,1024,109050
fastread,1024,110396
fastread,1024,109447
fastread,1024,109118
fastread,1024,109472
fastread,1024,108646
fastread,1024,109916
fastread,1024,107926
fastread,1024,110370
fastread,1024,109033
fastread,1024,110028
fastread,1024,108706
fastread,1024,109295
fastread,1024,223893
fastread,1024,108699
fastread,1024,108099
fastread,1024,107852
fastread,1024,150591
fastread,1024,209682
fastread,1024,109229
fastread,1024,109993
fastread,1024,110471
fastread,1024,110028
fastread,1024,110425
fastread,1024,109527
fastread,1024,109188
fastread,1024,109552
fastread,1024,110321
fastread,1024,109819
fastread,1024,111233
fastread,1024,109644
fastread,1024,108887
fastread,1024,109575
fastread,1024,109205
fastread,1024,109287
fastread,1024,109432
fastread,1024,109528
fastread,1024,108561
fastread,1024,108194
fastread,1024,108310
fastread,1024,149883
fastread,1024,207568
fastread,1024,108901
fastread,1024,109321
fastread,1024,108602
fastread,1024,109066
fastread,1024,109128
fastread,1024,109159
fastread,1024,109714
fastread,1024,109585
fastread,1024,109765
fastread,1024,109769
fastread,1024,107907
fastread,1024,108319
fastread,1024,109775
fastread,1024,109054
fastread,1024,108587
fastread,1024,109134
fastread,1024,109240
fastread,1024,108217
fastread,1024,109040
fastread,1024,109295
fastread,1024,108299
fastread,1024,149901
fastread,1024,213301
fastread,1024,108046
fastread,1024,107818
fastread,1024,109224
fastread,1024,109096
fastread,1024,108918
fastread,1024,108404
fastread,1024,109673
fastread,1024,109751
fastread,1024,109176
fastread,1024,109542
fastread,1024,109650
fastread,1024,110490
fastread,1024,108688
fastread,1024,107801
fastread,1024,109521
fastread,1024,110765
fastread,1024,109846
fastread,1024,109046
fastread,1024,109821
fastread,1024,109941
fastread,1024,109084
fastread,1024,151487
fastread,1024,242081
fastread,1024,110135
fastread,1024,109082
fastread,1024,109518
fastread,1024,107257
fastread,1024,109166
fastread,1024,111354
fastread,1024,110164
fastread,1024,108397
fastread,1024,109742
fastread,1024,108837
fastread,1024,108409
fastread,1024,109107
fastread,1024,108866
fastread,1024,108378
fastread,1024,109373
fastread,1024,109381
fastread,1024,109259
fastread,1024,110167
fastread,1024,109878
fastread,1024,108304
fastread,1024,108236
fastread,1024,151858
fastread,1024,211301
fastread,1024,109628
fastread,1024,108897
fastread,1024,109004
fastread,1024,108193
fastread,1024,109156
fastread,1024,108582
fastread,1024,109031
fastread,1024,107921
fastread,1024,108945
fastread,1024,109897
fastread,1024,240260
fastread,1024,204050
fastread,1024,106425
fastread,1024,108702
fastread,1024,109184
fastread,1024,109013
fastread,1024,108289
fastread,1024,109904
fastread,1024,108823
fastread,1024,155144
fastread,1024,210403
fastread,1024,128375
fastread,1024,212395
fastread,1024,108090
fastread,1024,108864
fastread,1024,108802
fastread,1024,109877
fastread,1024,109924
fastread,1024,109385
fastread,1024,109781
fastread,1024,109055
fastread,1024,110796
fastread,1024,109442
fastread,1024,109232
fastread,1024,110125
fastread,1024,108906
fastread,1024,109037
fastread,1024,110449
fastread,1024,108123
fastread,1024,109593
fastread,1024,110250
fastread,1024,149820
fastread,1024,212083
fastread,1024,109662
fastread,1024,108746
fastread,1024,109678
fastread,1024,109713
fastread,1024,109492
fastread,1024,107514
fastread,1024,128558
fastread,1024,228808
fastread,1024,228023
fastread,1024,245752
fastread,1024,227426
fastread,1024,227647
fastread,1024,209755
fastread,1024,108986
fastread,1024,150549
fastread,1024,212829
fastread,1024,108942
fastread,1024,109289
fastread,1024,108664
fastread,1024,109749
fastread,1024,107568
fastread,1024,109206
fastread,1024,108806
fastread,1024,108991
fastread,1024,108083
fastread,1024,107747
fastread,1024,110113
fastread,1024,108509
fastread,1024,108447
fastread,1024,109761
fastread,1024,109821
fastread,1024,108756
fastread,1024,108309
fastread,1024,109089
fastread,1024,110601
fastread,1024,108874
fastread,1024,109942
fastread,1024,150545
fastread,1024,210759
fastread,1024,109713
fastread,1024,108863
fastread,1024,127793
fastread,1024,213395
fastread,1024,108063
fastread,1024,111213
fastread,1024,109264
fastread,1024,109277
fastread,1024,109353
fastread,1024,108613
fastread,1024,109689
fastread,1024,109534
fastread,1024,108990
fastread,1024,111291
fastread,1024,108218
fastread,1024,108709
fastread,1024,102694
fastread,1024,108778
fastread,1024,108245
fastread,1024,108379
fastread,1024,151868
fastread,1024,209137
fastread,1024,110196
fastread,1024,109660
fastread,1024,109181
fastread,1024,108945
fastread,1024,108880
fastread,1024,110555
fastread,1024,108963
fastread,1024,128182
fastread,1024,225157
fastread,1024,109309
fastread,1024,109299
fastread,1024,109905
fastread,1024,109472
fastread,1024,110139
fastread,1024,109421
fastread,1024,102648
fastread,1024,147491
fastread,1024,234446
fastread,1024,148813
fastread,1024,108586
fastread,1024,110537
fastread,1024,109397
fastread,1024,109103
fastread,1024,109861
fastread,1024,109206
fastread,1024,108853
fastread,1024,108879
fastread,1024,109524
fastread,1024,109052
fastread,1024,109481
fastread,1024,128617
fastread,1024,211657
fastread,1024,109532
fastread,1024,107756
fastread,1024,105938
fastread,1024,109441
fastread,1024,109023
fastread,1024,109555
fastread,1024,109766
fastread,1024,109954
fastread,1024,151652
fastread,1024,211273
fastread,1024,110814
fastread,1024,108420
fastread,1024,108387
fastread,1024,108438
fastread,1024,110204
fastread,1024,107833
fastread,1024,109431
fastread,1024,109879
fastread,1024,109899
fastread,1024,109103
fastread,1024,109452
fastread,1024,109396
fastread,1024,110070
fastread,1024,108866
fastread,1024,108236
fastread,1024,108817
fastread,1024,110288
fastread,1024,108910
fastread,1024,109656
fastread,1024,107982
fastread,1024,108621
fastread,1024,149580
fastread,1024,212986
fastread,1024,109667
fastread,1024,108800
fastread,1024,109090
fastread,1024,109227
fastread,1024,108500
fastread,1024,109319
fastread,1024,109253
fastread,1024,109897
fastread,1024,109876
fastread,1024,110067
fastread,1024,109823
fastread,1024,108856
fastread,1024,109086
fastread,1024,108857
fastread,1024,109274
fastread,1024,108938
fastread,1024,109264
fastread,1024,108278
fastread,1024,108661
fastread,1024,110168
fastread,1024,109650
fastread,1024,151980
fastread,1024,210861
fastread,1024,109618
fastread,1024,129626
fastread,1024,219801
fastread,1024,107532
fastread,1024,110449
fastread,1024,110179
fastread,1024,109380
fastread,1024,109709
fastread,1024,107885
fastread,1024,108490
fastread,1024,108891
fastread,1024,110031
fastread,1024,108672
fastread,1024,108562
fastread,1024,109651
fastread,1024,108992
fastread,1024,109170
fastread,1024,110164
fastread,1024,108841
fastread,1024,110580
fastread,1024,152724
fastread,1024,210145
fastread,1024,110316
fastread,1024,108780
fastread,1024,108822
fastread,1024,109839
fastread,1024,109026
fastread,1024,109552
fastread,1024,109433
fastread,1024,109378
fastread,1024,109269
fastread,1024,106358
fastread,1024,109154
fastread,1024,110070
fastread,1024,109318
fastread,1024,120633
fastread,1024,108483
fastread,1024,127473
fastread,1024,212051
fastread,1024,109198
fastread,1024,109360
fastread,1024,110246
fastread,1024,150580
fastread,1024,213074
fastread,1024,109335
fastread,1024,109254
fastread,1024,109872
fastread,1024,109946
fastread,1024,109577
fastread,1024,109971
fastread,1024,108889
fastread,1024,110198
fastread,1024,111174
fastread,1024,109276
fastread,1024,109666
fastread,1024,110120
fastread,1024,110118
fastread,1024,109951
fastread,1024,102702
fastread,1024,109964
fastread,1024,108902
fastread,1024,108933
fastread,1024,129264
fastread,1024,240971
fastread,1024,150566
fastread,1024,211112
fastread,1024,108644
fastread,1024,110354
fastread,1024,110304
fastread,1024,109917
fastread,1024,109931
fastread,1024,109956
fastread,1024,108752
fastread,1024,109645
fastread,1024,108107
fastread,1024,109309
fastread,1024,110088
fastread,1024,110793
fastread,1024,109499
fastread,1024,109847
fastread,1024,109452
fastread,1024,111573
fastread,1024,108705
fastread,1024,108774
fastread,1024,109950
fastread,1024,111810
fastread,1024,109817
fastread,1024,150892
fastread,1024,209863
fastread,1024,109266
fastread,1024,108281
fastread,1024,109751
fastread,1024,113384
fastread,1024,285175
fastread,1024,207120
fastread,1024,109092
fastread,1024,109327
fastread,1024,108533
fastread,1024,109683
fastread,1024,108279
fastread,1024,109984
fastread,1024,108454
fastread,1024,108873
fastread,1024,109197
fastread,1024,110598
fastread,1024,109926
fastread,1024,109772
fastread,1024,108555
fastread,1024,152185
fastread,1024,208884
fastread,1024,108904
fastread,1024,108829
fastread,1024,127091
fastread,1024,210662
fastread,1024,108960
fastread,1024,108814
fastread,1024,106819
fastread,1024,108953
fastread,1024,109949
fastread,1024,109000
fastread,1024,109554
fastread,1024,109037
fastread,1024,108398
fastread,1024,109965
fastread,1024,109188
fastread,1024,108772
fastread,1024,109190
fastread,1024,109572
fastread,1024,109295
fastread,1024,110386
fastread,1024,152046
fastread,1024,210516
fastread,1024,108757
fastread,1024,109713
fastread,1024,108323
fastread,1024,110255
fastread,1024,110146
fastread,1024,110128
fastread,1024,109150
fastread,1024,109901
fastread,1024,110449
fastread,1024,110925
fastread,1024,109706
fastread,1024,108816
fastread,1024,109219
fastread,1024,109865
fastread,1024,108758
fastread,1024,109238
fastread,1024,110324
fastread,1024,108763
fastread,1024,108924
fastread,1024,108370
fastread,1024,108559
fastread,1024,151951
fastread,1024,206930
fastread,1024,109019
fastread,1024,107933
fastread,1024,108818
fastread,1024,108667
fastread,1024,108967
fastread,1024,109476
fastread,1024,108230
fastread,1024,109398
fastread,1024,108131
fastread,1024,108783
fastread,1024,109329
fastread,1024,109706
fastread,1024,108652
fastread,1024,107238
fastread,1024,108988
fastread,1024,108804
fastread,1024,110050
fastread,1024,108877
fastread,1024,109632
fastread,1024,110062
fastread,1024,107576
fastread,1024,151095
fastread,2048,228503
fastread,2048,109052
fastread,2048,151916
fastread,2048,245796
fastread,2048,232195
fastread,2048,244256
fastread,2048,278041
fastread,2048,263498
fastread,2048,235189
fastread,2048,248035
fastread,2048,241456
fastread,2048,242955
fastread,2048,247866
fastread,2048,248181
fastread,2048,227866
fastread,2048,246073
fastread,2048,276018
fastread,2048,241231
fastread,2048,244072
fastread,2048,230290
fastread,2048,229675
fastread,2048,230126
fastread,2048,242153
fastread,2048,210512
fastread,2048,225014
fastread,2048,225141
fastread,2048,222083
fastread,2048,224977
fastread,2048,256149
fastread,2048,277761
fastread,2048,227334
fastread,2048,212142
fastread,2048,222353
fastread,2048,222442
fastread,2048,223988
fastread,2048,226573
fastread,2048,223674
fastread,2048,221033
fastread,2048,221826
fastread,2048,223467
fastread,2048,258179
fastread,2048,221167
fastread,2048,223945
fastread,2048,211901
fastread,2048,222793
fastread,2048,213465
fastread,2048,213850
fastread,2048,210117
fastread,2048,208487
fastread,2048,253871
fastread,2048,249485
fastread,2048,230076
fastread,2048,360825
fastread,2048,239198
fastread,2048,236072
fastread,2048,225529
fastread,2048,212291
fastread,2048,210560
fastread,2048,212158
fastread,2048,230365
fastread,2048,108846
fastread,2048,108295
fastread,2048,110740
fastread,2048,153977
fastread,2048,217715
fastread,2048,214328
fastread,2048,108034
fastread,2048,108390
fastread,2048,109192
fastread,2048,109846
fastread,2048,107678
fastread,2048,109750
fastread,2048,108473
fastread,2048,107750
fastread,2048,107821
fastread,2048,108565
fastread,2048,109345
fastread,2048,109129
fastread,2048,109257
fastread,2048,107971
fastread,2048,109039
fastread,2048,107840
fastread,2048,107991
fastread,2048,110902
fastread,2048,108374
fastread,2048,108430
fastread,2048,109214
fastread,2048,155154
fastread,2048,213099
fastread,2048,107893
fastread,2048,109458
fastread,2048,107439
fastread,2048,109503
fastread,2048,108567
fastread,2048,107390
fastread,2048,108396
fastread,2048,108676
fastread,2048,106557
fastread,2048,109258
fastread,2048,108300
fastread,2048,108130
fastread,2048,107560
fastread,2048,107701
fastread,2048,108183
fastread,2048,108676
fastread,2048,107557
fastread,2048,106780
fastread,2048,107049
fastread,2048,108901
fastread,2048,108137
fastread,2048,154695
fastread,2048,217686
fastread,2048,231865
fastread,2048,105893
fastread,2048,109711
fastread,2048,109765
fastread,2048,108209
fastread,2048,108743
fastread,2048,108654
fastread,2048,110079
fastread,2048,109538
fastread,2048,108307
fastread,2048,109733
fastread,2048,108516
fastread,2048,108630
fastread,2048,108910
fastread,2048,109072
fastread,2048,109513
fastread,2048,108318
fastread,2048,108277
fastread,2048,108762
fastread,2048,110492
fastread,2048,108532
fastread,2048,108702
fastread,2048,156050
fastread,2048,212380
fastread,2048,108540
fastread,2048,107985
fastread,2048,110046
fastread,2048,212517
fastread,2048,230636
fastread,2048,107092
fastread,2048,108604
fastread,2048,109495
fastread,2048,108928
fastread,2048,109091
fastread,2048,109789
fastread,2048,109040
fastread,2048,108363
fastread,2048,108696
fastread,2048,109888
fastread,2048,108424
fastread,2048,108579
fastread,2048,109002
fastread,2048,108636
fastread,2048,155491
fastread,2048,211372
fastread,2048,108409
fastread,2048,109104
fastread,2048,108075
fastread,2048,107572
fastread,2048,107934
fastread,2048,106174
fastread,2048,108837
fastread,2048,107109
fastread,2048,107590
fastread,2048,107948
fastread,2048,109690
fastread,2048,108120
fastread,2048,108152
fastread,2048,107755
fastread,2048,111125
fastread,2048,106600
fastread,2048,108965
fastread,2048,108734
fastread,2048,117878
fastread,2048,105830
fastread,2048,108053
fastread,2048,152545
fastread,2048,224576
fastread,2048,111312
fastread,2048,167572
fastread,2048,234875
fastread,2048,109702
fastread,2048,128856
fastread,2048,110093
fastread,2048,106703
fastread,2048,108092
fastread,2048,107126
fastread,2048,108042
fastread,2048,108724
fastread,2048,108976
fastread,2048,109886
fastread,2048,108592
fastread,2048,110915
fastread,2048,109128
fastread,2048,109638
fastread,2048,108589
fastread,2048,108687
fastread,2048,149693
fastread,2048,219464
fastread,2048,109428
fastread,2048,109517
fastread,2048,108772
fastread,2048,109628
fastread,2048,109033
fastread,2048,110305
fastread,2048,109861
fastread,2048,109419
fastread,2048,108413
fastread,2048,109563
fastread,2048,109674
fastread,2048,110965
fastread,2048,108916
fastread,2048,109375
fastread,2048,192668
fastread,2048,209430
fastread,2048,110152
fastread,2048,108593
fastread,2048,108918
fastread,2048,109223
fastread,2048,150663
fastread,2048,211796
fastread,2048,107828
fastread,2048,110099
fastread,2048,104586
fastread,2048,108893
fastread,2048,109495
fastread,2048,109456
fastread,2048,128119
fastread,2048,206394
fastread,2048,109817
fastread,2048,109637
fastread,2048,108807
fastread,2048,109633
fastread,2048,109986
fastread,2048,109410
fastread,2048,109223
fastread,2048,109764
fastread,2048,109618
fastread,2048,110046
fastread,2048,104770
fastread,2048,110541
fastread,2048,153300
fastread,2048,207329
fastread,2048,103255
fastread,2048,110571
fastread,2048,109439
fastread,2048,108640
fastread,2048,109669
fastread,2048,109309
fastread,2048,110692
fastread,2048,109157
fastread,2048,109813
fastread,2048,108014
fastread,2048,108976
fastread,2048,107830
fastread,2048,108836
fastread,2048,109466
fastread,2048,108198
fastread,2048,230163
fastread,2048,193090
fastread,2048,244731
fastread,2048,106917
fastread,2048,108837
fastread,2048,110118
fastread,2048,109557
fastread,2048,109277
fastread,2048,109238
fastread,2048,108534
fastread,2048,109996
fastread,2048,108708
fastread,2048,109039
fastread,2048,110612
fastread,2048,148300
fastread,2048,237450
fastread,2048,211259
fastread,2048,110208
fastread,2048,108946
fastread,2048,110143
fastread,2048,108106
fastread,2048,107839
fastread,2048,109789
fastread,2048,107949
fastread,2048,108079
fastread,2048,108835
fastread,2048,109294
fastread,2048,109437
fastread,2048,109042
fastread,2048,108511
fastread,2048,109958
fastread,2048,263851
fastread,2048,214090
fastread,2048,106046
fastread,2048,107811
fastread,2048,107600
fastread,2048,150697
fastread,2048,209015
fastread,2048,109145
fastread,2048,109241
fastread,2048,130633
fastread,2048,202119
fastread,2048,239704
fastread,2048,109379
fastread,2048,107078
fastread,2048,110649
fastread,2048,107923
fastread,2048,109654
fastread,2048,106864
fastread,2048,109765
fastread,2048,104950
fastread,2048,109773
fastread,2048,110111
fastread,2048,110613
fastread,2048,109535
fastread,2048,109605
fastread,2048,109465
fastread,2048,151048
fastread,2048,211334
fastread,2048,110312
fastread,2048,108053
fastread,2048,109043
fastread,2048,110479
fastread,2048,109571
fastread,2048,110428
fastread,2048,109587
fastread,2048,229325
fastread,2048,110222
fastread,2048,108629
fastread,2048,108514
fastread,2048,109485
fastread,2048,109203
fastread,2048,109407
fastread,2048,109180
fastread,2048,109709
fastread,2048,108281
fastread,2048,109677
fastread,2048,107639
fastread,2048,109359
fastread,2048,150628
fastread,2048,212614
fastread,2048,108914
fastread,2048,110268
fastread,2048,107410
fastread,2048,107263
fastread,2048,109023
fastread,2048,108252
fastread,2048,106873
fastread,2048,109883
fastread,2048,108742
fastread,2048,109047
fastread,2048,109382
fastread,2048,108629
fastread,2048,108103
fastread,2048,109392
fastread,2048,108835
fastread,2048,109474
fastread,2048,108405
fastread,2048,109072
fastread,2048,108502
fastread,2048,109579
fastread,2048,109772
fastread,2048,151155
fastread,2048,210590
fastread,2048,109926
fastread,2048,109389
fastread,2048,110318
fastread,2048,108795
fastread,2048,109683
fastread,2048,109319
fastread,2048,108699
fastread,2048,109382
fastread,2048,109366
fastread,2048,109066
fastread,2048,108347
fastread,2048,109441
fastread,2048,109237
fastread,2048,109628
fastread,2048,108446
fastread,2048,109576
fastread,2048,109866
fastread,2048,105808
fastread,2048,108786
fastread,2048,109520
fastread,2048,109433
fastread,2048,152282
fastread,2048,209909
fastread,2048,109111
fastread,2048,108931
fastread,2048,109993
fastread,2048,108465
fastread,2048,107971
fastread,2048,108664
fastread,2048,109055
fastread,2048,109150
fastread,2048,105466
fastread,2048,110460
fastread,2048,108167
